,DATE,PROVINCE,REGION,NR_REPORTING,TOTAL_IN,TOTAL_IN_ICU,TOTAL_IN_RESP,TOTAL_IN_ECMO,NEW_IN,NEW_OUT,PROVINCE_NAME
35,2020-03-18,WHT,Wallonia,14,129,29,21,1,25,4,Hainaut
36,2020-03-18,VLI,Flanders,7,57,18,7,0,26,2,Limburg
37,2020-03-18,WLG,Wallonia,12,41,2,2,0,13,4,Liège
38,2020-03-18,WLX,Wallonia,3,15,2,2,0,3,1,Luxembourg
39,2020-03-18,WNA,Wallonia,6,6,1,1,0,4,0,Namur
40,2020-03-18,VOV,Flanders,14,52,12,10,0,24,3,OostVlaanderen
41,2020-03-18,VBR,Flanders,5,36,7,4,0,5,2,VlaamsBrabant
42,2020-03-18,WBR,Wallonia,2,14,3,3,0,5,0,BrabantWallon
43,2020-03-18,VWV,Flanders,11,49,9,6,0,25,1,WestVlaanderen
44,2020-03-19,VAN,Flanders,14,155,22,16,1,35,6,Antwerpen
45,2020-03-19,BRU,Brussels,16,156,35,24,2,33,12,Brussels
46,2020-03-19,WHT,Wallonia,14,165,36,29,1,33,11,Hainaut
47,2020-03-19,VLI,Flanders,7,77,18,9,0,23,2,Limburg
48,2020-03-19,WLG,Wallonia,13,59,5,2,0,21,4,Liège
49,2020-03-19,WLX,Wallonia,3,23,6,3,0,10,2,Luxembourg
50,2020-03-19,WNA,Wallonia,6,8,2,1,0,1,0,Namur
51,2020-03-19,VOV,Flanders,14,59,16,12,0,22,6,OostVlaanderen
52,2020-03-19,VBR,Flanders,6,50,11,7,0,10,1,VlaamsBrabant
53,2020-03-19,WBR,Wallonia,2,15,4,4,0,2,1,BrabantWallon
54,2020-03-19,VWV,Flanders,11,74,10,8,0,22,4,WestVlaanderen
55,2020-03-20,VAN,Flanders,14,185,32,26,1,40,13,Antwerpen
56,2020-03-20,BRU,Brussels,16,193,46,32,2,29,4,Brussels
57,2020-03-20,WHT,Wallonia,14,214,38,36,2,42,5,Hainaut
58,2020-03-20,VLI,Flanders,7,114,27,13,0,38,7,Limburg
59,2020-03-20,WLG,Wallonia,12,78,18,13,1,30,4,Liège
60,2020-03-20,WLX,Wallonia,3,26,7,5,1,9,4,Luxembourg
61,2020-03-20,WNA,Wallonia,6,18,1,1,0,11,4,Namur
62,2020-03-20,VOV,Flanders,14,84,20,14,0,50,4,OostVlaanderen
63,2020-03-20,VBR,Flanders,6,67,18,11,0,17,2,VlaamsBrabant
64,2020-03-20,WBR,Wallonia,2,19,4,4,0,4,0,BrabantWallon
65,2020-03-20,VWV,Flanders,11,98,17,13,0,25,8,WestVlaanderen
66,2020-03-21,VAN,Flanders,14,219,38,30,1,46,16,Antwerpen
67,2020-03-21,BRU,Brussels,16,248,56,34,2,40,11,Brussels
68,2020-03-21,WHT,Wallonia,14,221,50,42,1,31,10,Hainaut
69,2020-03-21,VLI,Flanders,7,146,29,15,0,49,7,Limburg
70,2020-03-21,WLG,Wallonia,13,124,27,16,1,38,7,Liège
71,2020-03-21,WLX,Wallonia,3,36,9,8,0,11,2,Luxembourg
72,2020-03-21,WNA,Wallonia,6,22,4,3,1,9,0,Namur
73,2020-03-21,VOV,Flanders,14,126,29,19,0,52,8,OostVlaanderen
74,2020-03-21,VBR,Flanders,6,84,20,12,0,17,6,VlaamsBrabant
75,2020-03-21,WBR,Wallonia,2,24,5,4,0,6,0,BrabantWallon
76,2020-03-21,VWV,Flanders,11,130,23,17,0,33,7,WestVlaanderen
77,2020-03-22,VAN,Flanders,14,258,42,32,1,46,6,Antwerpen
78,2020-03-22,BRU,Brussels,16,283,58,42,2,41,13,Brussels
79,2020-03-22,WHT,Wallonia,14,266,59,46,2,37,5,Hainaut
80,2020-03-22,VLI,Flanders,7,166,30,24,0,46,10,Limburg
81,2020-03-22,WLG,Wallonia,13,171,29,23,1,35,11,Liège
82,2020-03-22,WLX,Wallonia,3,44,11,7,0,8,2,Luxembourg
83,2020-03-22,WNA,Wallonia,6,27,7,3,2,4,0,Namur
84,2020-03-22,VOV,Flanders,14,153,37,24,0,20,2,OostVlaanderen
85,2020-03-22,VBR,Flanders,5,91,17,12,0,20,5,VlaamsBrabant
86,2020-03-22,WBR,Wallonia,2,29,5,5,0,6,0,BrabantWallon
87,2020-03-22,VWV,Flanders,11,155,27,21,0,27,7,WestVlaanderen
88,2020-03-23,VAN,Flanders,14,308,56,42,1,46,7,Antwerpen
89,2020-03-23,BRU,Brussels,16,298,67,48,3,21,9,Brussels
90,2020-03-23,WHT,Wallonia,14,306,65,48,1,44,8,Hainaut
91,2020-03-23,VLI,Flanders,7,181,38,27,0,45,32,Limburg
92,2020-03-23,WLG,Wallonia,13,194,31,26,1,23,11,Liège
93,2020-03-23,WLX,Wallonia,3,47,18,10,0,4,0,Luxembourg
94,2020-03-23,WNA,Wallonia,6,34,7,6,0,9,3,Namur
95,2020-03-23,VOV,Flanders,14,166,41,32,0,22,4,OostVlaanderen
96,2020-03-23,VBR,Flanders,6,136,25,16,0,32,5,VlaamsBrabant
97,2020-03-23,WBR,Wallonia,2,31,6,6,0,3,0,BrabantWallon
98,2020-03-23,VWV,Flanders,11,180,31,25,0,29,3,WestVlaanderen
99,2020-03-24,VAN,Flanders,13,373,70,54,1,84,18,Antwerpen
100,2020-03-24,BRU,Brussels,15,319,77,49,4,52,17,Brussels
101,2020-03-24,WHT,Wallonia,14,334,77,58,1,38,11,Hainaut
102,2020-03-24,VLI,Flanders,7,235,44,32,0,83,16,Limburg
103,2020-03-24,WLG,Wallonia,12,196,38,27,1,28,14,Liège
104,2020-03-24,WLX,Wallonia,3,52,18,10,0,8,1,Luxembourg
105,2020-03-24,WNA,Wallonia,6,42,10,8,0,11,0,Namur
106,2020-03-24,VOV,Flanders,13,186,57,29,1,51,12,OostVlaanderen
107,2020-03-24,VBR,Flanders,6,148,37,19,0,23,14,VlaamsBrabant
108,2020-03-24,WBR,Wallonia,2,37,9,9,0,8,3,BrabantWallon
109,2020-03-24,VWV,Flanders,10,215,37,27,0,48,9,WestVlaanderen
110,2020-03-25,VAN,Flanders,14,495,98,72,1,99,10,Antwerpen
111,2020-03-25,BRU,Brussels,15,415,98,67,4,69,25,Brussels
112,2020-03-25,WHT,Wallonia,14,374,83,62,2,46,19,Hainaut
113,2020-03-25,VLI,Flanders,7,290,59,45,0,69,23,Limburg
114,2020-03-25,WLG,Wallonia,12,252,58,40,1,53,14,Liège
115,2020-03-25,WLX,Wallonia,3,63,20,11,0,10,2,Luxembourg
116,2020-03-25,WNA,Wallonia,6,56,13,10,0,18,5,Namur
117,2020-03-25,VOV,Flanders,14,263,76,47,1,53,10,OostVlaanderen
118,2020-03-25,VBR,Flanders,6,172,42,23,1,31,5,VlaamsBrabant
119,2020-03-25,WBR,Wallonia,2,40,10,10,0,9,3,BrabantWallon
120,2020-03-25,VWV,Flanders,11,295,55,35,0,83,12,WestVlaanderen
121,2020-03-26,VAN,Flanders,13,522,96,79,1,74,25,Antwerpen
122,2020-03-26,BRU,Brussels,16,482,114,83,3,76,30,Brussels
123,2020-03-26,WHT,Wallonia,14,411,95,69,2,50,19,Hainaut
124,2020-03-26,VLI,Flanders,7,323,71,54,0,54,19,Limburg
125,2020-03-26,WLG,Wallonia,12,286,68,50,2,60,23,Liège
126,2020-03-26,WLX,Wallonia,3,72,20,11,0,17,7,Luxembourg
127,2020-03-26,WNA,Wallonia,6,70,18,12,1,13,3,Namur
128,2020-03-26,VOV,Flanders,14,326,85,56,1,43,20,OostVlaanderen
129,2020-03-26,VBR,Flanders,6,187,43,30,1,38,9,VlaamsBrabant
130,2020-03-26,WBR,Wallonia,2,41,14,12,0,7,5,BrabantWallon
131,2020-03-26,VWV,Flanders,11,348,66,42,0,58,23,WestVlaanderen
132,2020-03-27,VAN,Flanders,14,627,122,100,2,76,39,Antwerpen
133,2020-03-27,BRU,Brussels,16,581,118,92,4,93,37,Brussels
134,2020-03-27,WHT,Wallonia,14,451,102,74,2,55,22,Hainaut
135,2020-03-27,VLI,Flanders,7,396,78,55,0,91,19,Limburg
136,2020-03-27,WLG,Wallonia,12,347,88,68,2,75,25,Liège
137,2020-03-27,WLX,Wallonia,3,84,18,11,0,16,1,Luxembourg
138,2020-03-27,WNA,Wallonia,6,79,22,20,2,11,0,Namur
139,2020-03-27,VOV,Flanders,14,393,99,64,2,53,28,OostVlaanderen
140,2020-03-27,VBR,Flanders,6,217,51,36,2,23,11,VlaamsBrabant
141,2020-03-27,WBR,Wallonia,2,56,14,13,0,12,1,BrabantWallon
142,2020-03-27,VWV,Flanders,11,409,77,46,0,70,22,WestVlaanderen
143,2020-03-28,VAN,Flanders,14,725,140,109,1,118,45,Antwerpen
144,2020-03-28,BRU,Brussels,16,630,136,108,5,90,52,Brussels
145,2020-03-28,WHT,Wallonia,14,540,115,99,4,84,28,Hainaut
146,2020-03-28,VLI,Flanders,7,418,89,58,0,48,18,Limburg
147,2020-03-28,WLG,Wallonia,12,375,95,75,3,52,40,Liège
148,2020-03-28,WLX,Wallonia,3,90,17,13,0,15,5,Luxembourg
149,2020-03-28,WNA,Wallonia,6,85,20,19,2,16,4,Namur
150,2020-03-28,VOV,Flanders,14,456,103,70,2,77,39,OostVlaanderen
151,2020-03-28,VBR,Flanders,6,247,50,41,3,47,22,VlaamsBrabant
152,2020-03-28,WBR,Wallonia,2,56,13,11,0,8,6,BrabantWallon
153,2020-03-28,VWV,Flanders,11,455,89,53,0,74,37,WestVlaanderen
154,2020-03-29,VAN,Flanders,14,770,151,125,1,64,30,Antwerpen
155,2020-03-29,BRU,Brussels,15,656,131,104,5,98,23,Brussels
156,2020-03-29,WHT,Wallonia,14,602,126,103,5,69,18,Hainaut
157,2020-03-29,VLI,Flanders,7,457,101,68,0,62,20,Limburg
158,2020-03-29,WLG,Wallonia,12,425,102,87,2,50,13,Liège
159,2020-03-29,WLX,Wallonia,3,101,17,14,0,11,2,Luxembourg
160,2020-03-29,WNA,Wallonia,6,102,26,23,2,22,7,Namur
161,2020-03-29,VOV,Flanders,14,514,113,78,1,72,21,OostVlaanderen
162,2020-03-29,VBR,Flanders,6,269,66,42,3,29,15,VlaamsBrabant
163,2020-03-29,WBR,Wallonia,2,60,15,12,0,7,3,BrabantWallon
164,2020-03-29,VWV,Flanders,11,512,94,53,0,61,17,WestVlaanderen
165,2020-03-30,VAN,Flanders,14,818,162,128,1,77,31,Antwerpen
166,2020-03-30,BRU,Brussels,15,790,164,132,6,53,31,Brussels
167,2020-03-30,WHT,Wallonia,14,637,131,112,4,54,19,Hainaut
168,2020-03-30,VLI,Flanders,7,481,110,79,0,41,15,Limburg
169,2020-03-30,WLG,Wallonia,12,476,114,97,2,66,13,Liège
170,2020-03-30,WLX,Wallonia,3,107,18,14,0,12,7,Luxembourg
171,2020-03-30,WNA,Wallonia,6,112,30,25,2,13,2,Namur
172,2020-03-30,VOV,Flanders,14,570,121,80,1,78,28,OostVlaanderen
173,2020-03-30,VBR,Flanders,6,290,62,46,4,26,8,VlaamsBrabant
174,2020-03-30,WBR,Wallonia,2,69,18,15,0,9,1,BrabantWallon
175,2020-03-30,VWV,Flanders,11,534,91,58,0,49,13,WestVlaanderen
176,2020-03-31,VAN,Flanders,14,816,179,146,1,88,98,Antwerpen
177,2020-03-31,BRU,Brussels,16,818,176,139,7,101,71,Brussels
178,2020-03-31,WHT,Wallonia,14,627,132,114,5,54,55,Hainaut
179,2020-03-31,VLI,Flanders,7,512,112,72,0,87,42,Limburg
180,2020-03-31,WLG,Wallonia,12,500,119,103,3,58,34,Liège
181,2020-03-31,WLX,Wallonia,3,103,20,15,0,6,10,Luxembourg
182,2020-03-31,WNA,Wallonia,6,118,33,29,3,16,4,Namur
183,2020-03-31,VOV,Flanders,14,591,130,87,1,67,50,OostVlaanderen
184,2020-03-31,VBR,Flanders,6,289,66,49,4,22,30,VlaamsBrabant
185,2020-03-31,WBR,Wallonia,2,64,18,17,0,6,4,BrabantWallon
186,2020-03-31,VWV,Flanders,11,537,103,63,0,48,38,WestVlaanderen
187,2020-04-01,VAN,Flanders,14,862,202,168,1,96,64,Antwerpen
188,2020-04-01,BRU,Brussels,16,843,183,144,10,85,45,Brussels
189,2020-04-01,WHT,Wallonia,14,667,139,123,6,70,37,Hainaut
190,2020-04-01,VLI,Flanders,7,503,109,82,0,46,34,Limburg
191,2020-04-01,WLG,Wallonia,12,523,130,116,4,73,40,Liège
192,2020-04-01,WLX,Wallonia,3,111,22,18,0,19,12,Luxembourg
193,2020-04-01,WNA,Wallonia,6,130,34,30,3,20,4,Namur
194,2020-04-01,VOV,Flanders,14,614,132,88,1,67,53,OostVlaanderen
195,2020-04-01,VBR,Flanders,6,330,72,56,4,42,22,VlaamsBrabant
196,2020-04-01,WBR,Wallonia,2,61,17,15,0,5,10,BrabantWallon
197,2020-04-01,VWV,Flanders,11,562,104,66,0,61,42,WestVlaanderen
198,2020-04-02,VAN,Flanders,14,875,211,166,1,85,64,Antwerpen
199,2020-04-02,BRU,Brussels,15,902,196,158,7,107,50,Brussels
200,2020-04-02,WHT,Wallonia,14,662,150,125,7,47,50,Hainaut
201,2020-04-02,VLI,Flanders,7,500,105,78,0,54,37,Limburg
202,2020-04-02,WLG,Wallonia,12,565,135,120,3,88,49,Liège
203,2020-04-02,WLX,Wallonia,3,116,22,15,0,14,6,Luxembourg
204,2020-04-02,WNA,Wallonia,6,140,37,20,2,19,4,Namur
205,2020-04-02,VOV,Flanders,14,616,142,96,3,56,50,OostVlaanderen
206,2020-04-02,VBR,Flanders,6,343,79,55,5,31,23,VlaamsBrabant
207,2020-04-02,WBR,Wallonia,2,65,19,16,0,7,4,BrabantWallon
208,2020-04-02,VWV,Flanders,11,574,109,67,0,60,40,WestVlaanderen
209,2020-04-03,VAN,Flanders,13,851,214,175,1,76,64,Antwerpen
210,2020-04-03,BRU,Brussels,16,914,196,164,11,62,80,Brussels
211,2020-04-03,WHT,Wallonia,15,689,155,128,7,47,25,Hainaut
212,2020-04-03,VLI,Flanders,7,516,105,73,0,67,36,Limburg
213,2020-04-03,WLG,Wallonia,12,573,145,129,2,37,32,Liège
214,2020-04-03,WLX,Wallonia,3,121,25,20,0,15,10,Luxembourg
215,2020-04-03,WNA,Wallonia,6,144,39,31,2,8,7,Namur
216,2020-04-03,VOV,Flanders,14,642,150,111,3,52,49,OostVlaanderen
217,2020-04-03,VBR,Flanders,6,344,84,59,5,26,25,VlaamsBrabant
218,2020-04-03,WBR,Wallonia,2,64,17,15,0,6,4,BrabantWallon
219,2020-04-03,VWV,Flanders,11,634,115,80,0,108,43,WestVlaanderen
220,2020-04-04,VAN,Flanders,14,916,230,191,2,68,81,Antwerpen
221,2020-04-04,BRU,Brussels,16,888,197,164,12,75,99,Brussels
222,2020-04-04,WHT,Wallonia,14,689,154,125,7,58,51,Hainaut
223,2020-04-04,VLI,Flanders,7,506,109,71,0,43,60,Limburg
224,2020-04-04,WLG,Wallonia,12,585,147,135,3,63,41,Liège
225,2020-04-04,WLX,Wallonia,3,113,25,20,0,11,14,Luxembourg
226,2020-04-04,WNA,Wallonia,6,144,39,33,0,12,12,Namur
227,2020-04-04,VOV,Flanders,14,644,153,115,2,73,67,OostVlaanderen
228,2020-04-04,VBR,Flanders,6,307,69,56,5,23,27,VlaamsBrabant
229,2020-04-04,WBR,Wallonia,2,57,17,15,0,7,9,BrabantWallon
230,2020-04-04,VWV,Flanders,11,660,121,77,0,66,43,WestVlaanderen
231,2020-04-05,VAN,Flanders,14,939,222,185,2,59,39,Antwerpen
232,2020-04-05,BRU,Brussels,15,899,203,164,14,66,44,Brussels
233,2020-04-05,WHT,Wallonia,14,714,149,123,9,41,16,Hainaut
234,2020-04-05,VLI,Flanders,7,485,103,70,0,34,37,Limburg
235,2020-04-05,WLG,Wallonia,12,603,152,144,2,32,21,Liège
236,2020-04-05,WLX,Wallonia,3,119,28,24,0,3,1,Luxembourg
237,2020-04-05,WNA,Wallonia,6,151,41,34,2,14,4,Namur
238,2020-04-05,VOV,Flanders,14,659,151,117,2,41,28,OostVlaanderen
239,2020-04-05,VBR,Flanders,6,313,71,52,5,26,16,VlaamsBrabant
240,2020-04-05,WBR,Wallonia,2,63,19,17,0,6,1,BrabantWallon
241,2020-04-05,VWV,Flanders,11,655,128,83,1,36,28,WestVlaanderen
242,2020-04-06,VAN,Flanders,14,965,223,188,2,46,36,Antwerpen
243,2020-04-06,BRU,Brussels,15,921,203,165,15,47,31,Brussels
244,2020-04-06,WHT,Wallonia,14,711,145,121,8,32,16,Hainaut
245,2020-04-06,VLI,Flanders,7,502,97,64,0,32,10,Limburg
246,2020-04-06,WLG,Wallonia,12,619,151,143,3,36,24,Liège
247,2020-04-06,WLX,Wallonia,3,125,28,21,0,11,3,Luxembourg
248,2020-04-06,WNA,Wallonia,6,148,41,32,2,6,2,Namur
249,2020-04-06,VOV,Flanders,14,691,154,116,2,50,16,OostVlaanderen
250,2020-04-06,VBR,Flanders,6,320,72,58,5,17,7,VlaamsBrabant
251,2020-04-06,WBR,Wallonia,2,66,19,14,0,4,1,BrabantWallon
252,2020-04-06,VWV,Flanders,11,670,127,77,1,33,25,WestVlaanderen
253,2020-04-07,VAN,Flanders,14,960,230,183,2,86,79,Antwerpen
254,2020-04-07,BRU,Brussels,16,938,202,172,18,79,78,Brussels
255,2020-04-07,WHT,Wallonia,15,691,147,120,9,48,78,Hainaut
256,2020-04-07,VLI,Flanders,7,491,98,71,3,45,48,Limburg
257,2020-04-07,WLG,Wallonia,12,612,153,142,3,45,49,Liège
258,2020-04-07,WLX,Wallonia,3,125,27,19,0,12,12,Luxembourg
259,2020-04-07,WNA,Wallonia,6,141,41,34,2,15,16,Namur
260,2020-04-07,VOV,Flanders,14,691,157,122,2,61,75,OostVlaanderen
261,2020-04-07,VBR,Flanders,6,311,73,56,5,31,33,VlaamsBrabant
262,2020-04-07,WBR,Wallonia,2,66,16,13,0,5,3,BrabantWallon
263,2020-04-07,VWV,Flanders,11,666,132,76,1,63,53,WestVlaanderen
264,2020-04-08,VAN,Flanders,14,940,229,181,2,52,75,Antwerpen
265,2020-04-08,BRU,Brussels,15,911,193,161,18,68,79,Brussels
266,2020-04-08,WHT,Wallonia,14,663,150,125,9,52,53,Hainaut
267,2020-04-08,VLI,Flanders,7,480,96,71,3,59,61,Limburg
268,2020-04-08,WLG,Wallonia,12,622,161,144,2,53,45,Liège
269,2020-04-08,WLX,Wallonia,3,116,27,17,0,12,17,Luxembourg
270,2020-04-08,WNA,Wallonia,6,173,48,35,3,39,6,Namur
271,2020-04-08,VOV,Flanders,14,670,161,116,2,48,62,OostVlaanderen
272,2020-04-08,VBR,Flanders,6,303,74,57,6,22,23,VlaamsBrabant
273,2020-04-08,WBR,Wallonia,2,67,15,11,0,9,7,BrabantWallon
274,2020-04-08,VWV,Flanders,11,645,131,76,1,45,55,WestVlaanderen
275,2020-04-09,VAN,Flanders,14,917,219,184,2,60,69,Antwerpen
276,2020-04-09,BRU,Brussels,15,907,198,156,17,80,72,Brussels
277,2020-04-09,WHT,Wallonia,14,694,154,125,9,67,44,Hainaut
278,2020-04-09,VLI,Flanders,7,475,93,74,3,42,36,Limburg
279,2020-04-09,WLG,Wallonia,12,639,161,148,2,49,46,Liège
280,2020-04-09,WLX,Wallonia,3,111,27,19,0,13,7,Luxembourg
281,2020-04-09,WNA,Wallonia,6,182,50,35,3,26,13,Namur
282,2020-04-09,VOV,Flanders,14,677,163,116,2,49,45,OostVlaanderen
283,2020-04-09,VBR,Flanders,6,303,78,53,6,22,20,VlaamsBrabant
284,2020-04-09,WBR,Wallonia,2,69,13,11,0,9,4,BrabantWallon
285,2020-04-09,VWV,Flanders,11,636,122,72,0,45,48,WestVlaanderen
286,2020-04-10,VAN,Flanders,14,907,216,181,3,44,78,Antwerpen
287,2020-04-10,BRU,Brussels,16,902,197,158,18,59,82,Brussels
288,2020-04-10,WHT,Wallonia,14,723,146,119,11,57,29,Hainaut
289,2020-04-10,VLI,Flanders,7,481,101,72,3,45,42,Limburg
290,2020-04-10,WLG,Wallonia,12,629,156,141,2,46,40,Liège
291,2020-04-10,WLX,Wallonia,3,118,24,19,0,9,4,Luxembourg
292,2020-04-10,WNA,Wallonia,6,187,51,32,4,17,12,Namur
293,2020-04-10,VOV,Flanders,14,691,167,127,2,61,49,OostVlaanderen
294,2020-04-10,VBR,Flanders,6,298,73,51,5,29,27,VlaamsBrabant
295,2020-04-10,WBR,Wallonia,2,68,15,10,0,5,5,BrabantWallon
296,2020-04-10,VWV,Flanders,11,631,116,71,0,49,50,WestVlaanderen
297,2020-04-11,VAN,Flanders,14,895,208,164,4,60,83,Antwerpen
298,2020-04-11,BRU,Brussels,14,798,179,142,14,43,61,Brussels
299,2020-04-11,WHT,Wallonia,14,746,145,116,11,64,67,Hainaut
300,2020-04-11,VLI,Flanders,7,450,94,74,2,47,64,Limburg
301,2020-04-11,WLG,Wallonia,12,593,155,139,2,39,50,Liège
302,2020-04-11,WLX,Wallonia,3,112,21,18,1,8,9,Luxembourg
303,2020-04-11,WNA,Wallonia,6,188,50,35,4,15,7,Namur
304,2020-04-11,VOV,Flanders,14,652,172,120,3,53,68,OostVlaanderen
305,2020-04-11,VBR,Flanders,6,285,74,49,4,17,22,VlaamsBrabant
306,2020-04-11,WBR,Wallonia,2,67,15,11,0,5,5,BrabantWallon
307,2020-04-11,VWV,Flanders,11,623,119,69,0,42,46,WestVlaanderen
308,2020-04-12,VAN,Flanders,14,877,212,170,4,34,56,Antwerpen
309,2020-04-12,BRU,Brussels,15,819,179,140,14,49,30,Brussels
310,2020-04-12,WHT,Wallonia,14,730,140,110,10,40,27,Hainaut
311,2020-04-12,VLI,Flanders,7,451,96,71,2,24,21,Limburg
312,2020-04-12,WLG,Wallonia,12,587,155,141,2,18,23,Liège
313,2020-04-12,WLX,Wallonia,3,107,20,17,1,3,6,Luxembourg
314,2020-04-12,WNA,Wallonia,6,184,50,34,4,8,4,Namur
315,2020-04-12,VOV,Flanders,14,673,179,124,3,26,38,OostVlaanderen
316,2020-04-12,VBR,Flanders,6,293,75,49,4,20,9,VlaamsBrabant
317,2020-04-12,WBR,Wallonia,2,71,15,11,0,8,2,BrabantWallon
318,2020-04-12,VWV,Flanders,11,601,113,73,0,80,23,WestVlaanderen
319,2020-04-13,VAN,Flanders,14,856,212,165,4,33,51,Antwerpen
320,2020-04-13,BRU,Brussels,15,908,189,138,15,37,35,Brussels
321,2020-04-13,WHT,Wallonia,14,740,137,108,9,25,10,Hainaut
322,2020-04-13,VLI,Flanders,7,450,95,71,2,23,12,Limburg
323,2020-04-13,WLG,Wallonia,12,582,150,129,2,20,14,Liège
324,2020-04-13,WLX,Wallonia,3,109,20,17,1,6,2,Luxembourg
325,2020-04-13,WNA,Wallonia,6,190,48,35,4,10,1,Namur
326,2020-04-13,VOV,Flanders,14,680,164,119,4,31,16,OostVlaanderen
327,2020-04-13,VBR,Flanders,6,295,70,48,4,14,3,VlaamsBrabant
328,2020-04-13,WBR,Wallonia,2,70,15,11,0,2,3,BrabantWallon
329,2020-04-13,VWV,Flanders,11,656,123,74,0,41,14,WestVlaanderen
